         2103794 function calls (2061975 primitive calls) in 5.527 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1530    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:1294(<genexpr>)
      840    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\__init__.py:248(dump)
     3860    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1783(__array__)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\__init__.py:215(dump_all)
     1429    0.001    0.000    0.001    0.000 {built-in method builtins.min}
    16200    0.001    0.000    0.001    0.000 {built-in method math.factorial}
     2544    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\weakref.py:451(get)
       32    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:644(get_window_extent)
      338    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:317(ymax)
      208    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\threading.py:424(notify_all)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\representer.py:26(represent)
       11    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:2443(_update_offset_text_position)
     5963    0.001    0.000    0.001    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
      627    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:1294(set_ydata)
       66    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:769(_set_order_of_magnitude)
     5963    0.001    0.000    0.001    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
      284    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:302(xmin)
      234    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:626(translated)
      624    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:1275(set_xdata)
        1    0.000    0.000    0.001    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\settings_manager.py:11(__init__)
       60    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:54(get_offset)
        1    0.000    0.000    0.001    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\settings_manager.py:78(update_window_list)
        1    0.000    0.000    0.001    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\window_utils.py:13(update_window_list)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\serializer.py:46(serialize)
      2/1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:3663(set_xlim)
      613    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:500(set_capstyle)
      214    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\threading.py:394(notify)
       32    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:607(get_extents)
      317    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:307(ymin)
     3910    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:859(set_antialiased)
        1    0.000    0.000    0.001    0.001 {built-in method win32gui.EnumWindows}
     3600    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:1053(set_animated)
      384    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:3666(round)
       41    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:194(update)
    11110    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:211(vertices)
      192    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:2904(cumsum)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:2877(autoscale_view)
     2393    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
       24    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\emitter.py:111(emit)
      284    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:312(xmax)
     4084    0.001    0.000    0.001    0.000 {built-in method _ctypes.byref}
      145    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1544(_options)
     3600    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\animation.py:1764(<lambda>)
     5444    0.001    0.000    0.001    0.000 {built-in method math.cos}
       56    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\scanner.py:156(fetch_more_tokens)
       76    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\spines.py:234(_adjust_location)
      210    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:608(padded)
      342    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2914(_interval_contains_close)
      100    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:633(get_bbox)
     8940    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1768(<lambda>)
     6000    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\colors.py:411(<genexpr>)
      630    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:1377(is_math_text)
       20    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\parser.py:427(parse_block_mapping_key)
      444    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2265(get_affine)
      609    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:540(set_hatch)
     9712    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:811(rotation_point)
     1299    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend_handler.py:103(legend_artist)
     2669    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:1517(debug)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\pyplot.py:870(figure)
     19/1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\serializer.py:78(serialize_node)
        2    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend_handler.py:351(create_artists)
       82    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2776(get_transformed_points_and_affine)
     1541    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2430(transform_non_affine)
      531    0.000    0.000    0.001    0.000 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\window_utils.py:17(enum_window_callback)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\pyplot.py:547(new_figure_manager)
       43    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1306(set_fontproperties)
       60    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:291(get_offset)
     5444    0.001    0.000    0.001    0.000 {built-in method math.sin}
      192    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:594(__call__)
     2785    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:1903(_str_equal)
  845/767    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
      257    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:893(get_unitless_position)
      202    0.000    0.000    0.001    0.000 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\data_manager.py:21(record_action)
       41    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:1198(update)
      204    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\ctypes\__init__.py:517(cast)
     8766    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:957(get_agg_filter)
       52    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:2467(pack_configure)
     3778    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:945(set_linewidth)
      158    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1622(transform_path_non_affine)
     8766    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:930(get_rasterized)
       82    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2763(_revalidate)
      609    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:520(set_joinstyle)
       22    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:1874(apply_aspect)
        2    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend_handler.py:86(update_prop)
     5576    0.001    0.000    0.001    0.000 {built-in method math.radians}
      538    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\scale.py:115(get_transform)
       98    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_stride_tricks_impl.py:495(broadcast_arrays)
      610    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:348(set_antialiased)
     1299    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\copyreg.py:98(__newobj__)
     4842    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:737(unit_rectangle)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:813(_init_axis)
       24    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:279(__deepcopy__)
       18    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\parser.py:446(parse_block_mapping_value)
       20    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:731(_findoffset)
      727    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:181(__init__)
     4229    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2663(get_matrix)
       14    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:329(_apply_params)
     5176    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend_handler.py:77(_update_prop)
        2    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend_handler.py:40(update_from_first_child)
       33    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:425(set)
        6    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:234(set_clip_path)
      442    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:772(get_transform)
      130    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1184(set_position)
      384    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
       33    0.001    0.000    0.001    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
     6262    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
       54    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:602(__init__)
       32    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1603(transform_path)
        2    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\container.py:32(get_children)
      600    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:217(_vhstack_dispatcher)
       17    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:2546(_process_unit_info)
      164    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1843(frozen)
        3    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
       82    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:731(_get_transformed_path)
       22    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:73(wrapper)
       33    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:239(_get_xy_display)
     1563    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       60    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      410    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
     2866    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FFD082758F0}
       98    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_shape_base_impl.py:633(column_stack)
     4879    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2318(get_matrix)
      651    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
  845/767    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       11    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_agg.py:273(clear)
       34    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\scanner.py:668(fetch_plain)
        6    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:2802(get_tick_space)
       11    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      602    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:548(flatten)
        6    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:2559(get_tick_space)
       14    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:1034(get_path)
       82    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:716(_transform_path)
     5758    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:210(_reshape_dispatcher)
      264    0.001    0.000    0.001    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:3500(new_figure_manager)
     6163    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:662(get_family)
      255    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\pynput\_util\win32.py:571(_to_vk)
     5846    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:838(get_visible)
      300    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:622(_from_any)
     2321    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\_api\__init__.py:152(<genexpr>)
      151    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\getlimits.py:618(tiny)
      192    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:536(_format_maybe_minus_and_locale)
        3    0.000    0.000    0.000    0.000 \\wsl$\Ubuntu\home\erfi\apmpy\src\gui\main_frame.py:66(update_values)
       23    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:1129(_set_position)
     6176    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:707(get_size)
     5910    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:678(get_style)
     5892    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:223(codes)
        1    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:1290(_parse_legend_args)
       21    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:1744(update_units)
        1    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\figure.py:2406(__init__)
      102    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2748(__init__)
     3696    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:884(set_dashes)
       34    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\scanner.py:1270(scan_plain)
        1    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:1278(_get_legend_handles_labels)
      698    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:209(_arrays_for_stack_dispatcher)
      205    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:2218(debug)
     5060    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:254(should_simplify)
      213    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
    40/21    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\units.py:164(get_converter)
        3    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:1244(_get_legend_handles)
      132    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
      151    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\getlimits.py:595(smallest_normal)
     5910    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:690(get_weight)
      527    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1195(set_x)
        1    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:1992(set_ticklabels)
     5910    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:684(get_variant)
     5910    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:699(get_stretch)
        2    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:633(__init__)
      600    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:501(is_scalar_or_string)
       38    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\parser.py:273(parse_node)
       84    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:647(set_data)
        1    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:1201(_gen_axes_spines)
       32    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1612(transform_path_affine)
       11    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\re\__init__.py:280(_compile)
        4    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\spines.py:432(linear_spine)
      661    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:341(intervaly)
     3910    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:779(get_clip_path)
        8    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\reader.py:146(update)
     5060    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:242(simplify_threshold)
     4046    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:608(get_gid)
      609    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\hatch.py:182(_validate_hatch_pattern)
       20    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:988(format)
       36    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\parser.py:270(parse_block_node_or_indentless_sequence)
       20    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:1142(_get_anchored_bbox)
       10    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\emitter.py:395(expect_block_mapping_key)
      730    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2133(transform)
       32    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1810(transform_path_affine)
      588    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:686(_get_wrapped_text)
      202    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\threading.py:627(clear)
       24    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:4364(get_children)
       20    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:690(format)
      530    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1206(set_y)
     2312    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:2339(__init__)
      160    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1976(clear)
        2    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:1499(_get_font)
      718    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      621    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\threading.py:302(__exit__)
      253    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_agg.py:42(get_hinting_flag)
       82    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\markers.py:345(get_transform)
     3910    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:794(get_dashes)
       55    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:789(frozen)
       20    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:1054(_get_anchored_bbox)
       28    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:1188(set_marker)
       24    0.000    0.000    0.000    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:848(after)
     3974    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\figure.py:2766(_get_dpi)
      132    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\_methods.py:51(_sum)
       12    0.000    0.000    0.000    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:463(transformed)
