         1030043 function calls (1008679 primitive calls) in 7.531 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    15889    0.003    0.000    0.003    0.000 {function RcParams.__getitem__ at 0x000002032FB7CA40}
     3534    0.001    0.000    0.003    0.000 {built-in method builtins.any}
  1400/24    0.001    0.000    0.002    0.000 C:\Program Files\Python312\Lib\copy.py:118(deepcopy)
    96/24    0.000    0.000    0.002    0.000 C:\Program Files\Python312\Lib\copy.py:217(_deepcopy_dict)
      304    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:151(_get_aligned_offsets)
     4198    0.002    0.000    0.002    0.000 {built-in method builtins.max}
    10789    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
      912    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1282(_preprocess_math)
      124    0.002    0.000    0.002    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_gtk4agg.py:1(<module>)
       16    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:3897(set_ylim)
      485    0.001    0.000    0.002    0.000 C:\Program Files\Python312\Lib\threading.py:394(notify)
     6854    0.002    0.000    0.002    0.000 {built-in method numpy.asarray}
      622    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_agg.py:392(get_renderer)
     1657    0.001    0.000    0.002    0.000 C:\Program Files\Python312\Lib\contextlib.py:299(helper)
     2715    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\colors.py:216(_is_nth_color)
      304    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:70(_get_packed_offsets)
       60    0.001    0.000    0.002    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1623(_substitute)
       14    0.002    0.000    0.002    0.000 {built-in method _io.open_code}
     2457    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:1112(_expand_aliases)
        2    0.000    0.000    0.002    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:1134(set_clip_path)
      228    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2834(nonsingular)
       14    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
    14939    0.002    0.000    0.002    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_gtk3.py:1(<module>)
        6    0.000    0.000    0.002    0.000 C:\Program Files\Python312\Lib\tkinter\ttk.py:570(__init__)
      102    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:730(_compute_offset)
      120    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:931(update_from_data_xy)
      360    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
     2412    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:1294(<genexpr>)
      134    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:394(set_facecolor)
      240    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1720(__eq__)
     1511    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\pyplot.py:1059(_auto_draw_if_interactive)
      524    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:317(ymax)
       50    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:644(get_window_extent)
      240    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2172(__eq__)
     3353    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\_api\__init__.py:99(check_in_list)
     3959    0.002    0.000    0.002    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     1200    0.002    0.000    0.002    0.000 {method 'outer' of 'numpy.ufunc' objects}
     3876    0.001    0.000    0.002    0.000 C:\Program Files\Python312\Lib\weakref.py:451(get)
       17    0.002    0.000    0.002    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      347    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
15870/15700    0.002    0.000    0.002    0.000 {built-in method builtins.len}
       41    0.002    0.000    0.002    0.000 {built-in method builtins.print}
       17    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:2443(_update_offset_text_position)
        5    0.000    0.000    0.002    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:1266(emit)
        2    0.000    0.000    0.002    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\settings_manager.py:44(load_settings)
       96    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:54(get_offset)
      360    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:626(translated)
      969    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:1294(set_ydata)
     6386    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:198(<lambda>)
7026/4529    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2417(<lambda>)
      440    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:302(xmin)
      102    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:769(_set_order_of_magnitude)
      720    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:347(iter_segments)
       42    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
      499    0.002    0.000    0.002    0.000 C:\Program Files\Python312\Lib\ctypes\__init__.py:517(cast)
       15    0.000    0.000    0.002    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:1137(flush)
       30    0.000    0.000    0.002    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1715(configure)
       31    0.000    0.000    0.002    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1702(_configure)
      491    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:307(ymin)
        1    0.000    0.000    0.002    0.002 \\wsl$\Ubuntu\home\erfi\apmpy\src\gui\gui_manager.py:13(__init__)
        1    0.000    0.000    0.002    0.002 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\icon_utils.py:7(get_icon_path)
        1    0.000    0.000    0.002    0.002 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_gtk4.py:1(<module>)
       50    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:607(get_extents)
       11    0.000    0.000    0.002    0.000 <frozen ntpath>:692(realpath)
      667    0.000    0.000    0.002    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.002    0.001    0.002    0.001 {built-in method nt._path_exists}
      238    0.001    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:180(__init__)
      600    0.000    0.000    0.002    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:3666(round)
      306    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:2904(cumsum)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_axes.py:223(legend)
     1657    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\contextlib.py:104(__init__)
     1513    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\__init__.py:1291(is_interactive)
     7065    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      292    0.000    0.000    0.001    0.000 {built-in method builtins.all}
    22/19    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:2314(setter)
      894    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:1275(set_xdata)
      440    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:312(xmax)
       22    0.001    0.000    0.001    0.000 {built-in method nt._getfinalpathname}
      160    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:633(get_bbox)
      336    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:608(padded)
       17    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\figure.py:156(_get_draw_artists)
      546    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2914(_interval_contains_close)
      118    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\spines.py:234(_adjust_location)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:354(__init__)
    13905    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:293(axes)
      678    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2265(get_affine)
      667    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\_methods.py:68(_all)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        3    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\ttk.py:665(__init__)
      955    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
      378    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\_api\__init__.py:132(check_shape)
      954    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:1377(is_math_text)
       14    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
     7207    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      255    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:361(_set_edgecolor)
       96    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\offsetbox.py:291(get_offset)
     1950    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      782    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:362(size)
     1874    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
      180    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1544(_options)
      473    0.000    0.000    0.001    0.000 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\data_manager.py:19(record_action)
      124    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2776(get_transformed_points_and_affine)
      242    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1622(transform_path_non_affine)
     8314    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
      306    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:594(__call__)
      395    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:893(get_unitless_position)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\__init__.py:248(dump)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\__init__.py:215(dump_all)
     3365    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
     1680    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:898(set_height)
      120    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:470(cleaned)
     2985    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:1517(debug)
     2542    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
     1027    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:1390(_to_unmasked_float_array)
      508    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     5367    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\enum.py:1129(__new__)
      660    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1629(getint_event)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\representer.py:26(represent)
      476    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\logging\__init__.py:2218(debug)
      850    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\scale.py:115(get_transform)
       32    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:731(_findoffset)
      377    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:202(_update_values)
        1    0.000    0.000    0.001    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\settings_manager.py:11(__init__)
       41    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:194(update)
        1    0.000    0.000    0.001    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\settings_manager.py:78(update_window_list)
     4084    0.001    0.000    0.001    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.001    0.001 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\window_utils.py:13(update_window_list)
     1950    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\copyreg.py:98(__newobj__)
      124    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2763(_revalidate)
     1200    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\colors.py:401(<genexpr>)
     8725    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1939(get_matrix)
      990    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:622(get_snap)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:851(_init_legend_box)
     9309    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1049(get_points)
      140    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_stride_tricks_impl.py:495(broadcast_arrays)
       34    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:1874(apply_aspect)
       17    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\backend_agg.py:273(clear)
      841    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      202    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1184(set_position)
      903    0.001    0.000    0.001    0.000 {method 'getint' of '_tkinter.tkapp' objects}
       17    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      474    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\threading.py:627(clear)
      700    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:772(get_transform)
     1114    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:864(set_capstyle)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\serializer.py:46(serialize)
        1    0.000    0.000    0.001    0.001 {built-in method win32gui.EnumWindows}
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
      600    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\logging\handlers.py:183(shouldRollover)
       50    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1603(transform_path)
      906    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2440(transform_path_non_affine)
     1834    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:242(x0)
     1436    0.001    0.000    0.001    0.000 C:\Program Files\Python312\Lib\threading.py:302(__exit__)
        5    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:2718(__init__)
      120    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:859(update_from_path)
     5934    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
       51    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:239(_get_xy_display)
     2512    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:914(set_foreground)
      248    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1843(frozen)
     1436    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\threading.py:299(__enter__)
     2257    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      255    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\pynput\_util\win32.py:571(_to_vk)
     2022    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:449(get_transform)
      148    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:795(unit)
      120    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\shape_base.py:221(vstack)
      124    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:731(_get_transformed_path)
     2911    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\cbook.py:1903(_str_equal)
        2    0.001    0.000    0.001    0.000 {built-in method _imp.create_dynamic}
      409    0.001    0.000    0.001    0.000 {built-in method builtins.round}
       24    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\emitter.py:111(emit)
      134    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\patches.py:376(set_edgecolor)
     1114    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:934(set_joinstyle)
        5    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\animation.py:1128(_pre_draw)
     6781    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        5    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\animation.py:1171(_blit_clear)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\PIL\ImageMath.py:1(<module>)
      140    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\lib\_shape_base_impl.py:633(column_stack)
      120    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.cleanup_path}
      123    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:1174(_set_artist_props)
     1194    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backend_bases.py:842(set_alpha)
     6998    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
      124    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\lines.py:716(_transform_path)
      875    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2430(transform_non_affine)
       60    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:2467(pack_configure)
      779    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1195(set_x)
       43    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\text.py:1306(set_fontproperties)
        5    0.001    0.000    0.001    0.000 {method 'seek' of '_io.TextIOWrapper' objects}
      306    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\ticker.py:536(_format_maybe_minus_and_locale)
       41    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:1198(update)
        1    0.000    0.000    0.001    0.001 C:\Program Files\Python312\Lib\tkinter\__init__.py:4128(configure)
     8233    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:662(get_family)
      149    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      486    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:162(_fast_from_codes_and_verts)
      600    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\bezier.py:283(axis_aligned_extrema)
      137    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:1097(__init__)
      228    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\getlimits.py:618(tiny)
       22    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:2546(_process_unit_info)
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\figure.py:2406(__init__)
  385/166    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2387(_invalidate_internal)
        7    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\backends\_backend_tk.py:750(_recolor_icon)
      2/1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:3663(set_xlim)
     19/1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\yaml\serializer.py:78(serialize_node)
      960    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\threading.py:314(_is_owned)
      156    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\transforms.py:2748(__init__)
      804    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
      158    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\numpy\_core\fromnumeric.py:2496(any)
     5282    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
       35    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axes\_base.py:1129(_set_position)
     8246    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\font_manager.py:707(get_size)
        9    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\PIL\Image.py:3448(_open_core)
      135    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:998(set_alpha)
      124    0.000    0.000    0.001    0.000 C:\Program Files\Python312\Lib\tkinter\__init__.py:1589(_register)
       60    0.001    0.000    0.001    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:234(set_clip_path)
      499    0.001    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\pynput\_util\win32.py:395(_convert)
      495    0.000    0.000    0.001    0.000 \\wsl$\Ubuntu\home\erfi\apmpy\src\utils\window_utils.py:17(enum_window_callback)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      224    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\artist.py:436(set_transform)
       14    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\axis.py:329(_apply_params)
     1868    0.001    0.000    0.001    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\PIL\JpegImagePlugin.py:1(<module>)
      204    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\path.py:279(__deepcopy__)
       32    0.000    0.000    0.001    0.000 C:\Users\erfia\AppData\Roaming\Python\Python312\site-packages\matplotlib\legend.py:1142(_get_anchored_bbox)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
